GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	mmusculus_homolog_ensembl_gene
23538	11	5171161	5183599	3	1	685925	0.075296	-1.5829e-4	0.075454	ENSG00000182070	ENSMUSG00000096516
283111	11	5219465	5231930	40	4	674866	-1.5844	-1.5829e-4	-1.5843	ENSG00000176742	ENSMUSG00000045780
3043	11	5245196	5258301	15	4	669717	-1.3351	-1.5829e-4	-1.3349	ENSG00000244734	NA
3045	11	5252559	5265858	21	3	674526	-0.64843	-1.5829e-4	-0.64827	ENSG00000223609	NA
3047	11	5268002	5281087	13	2	685874	-1.1379	-1.5829e-4	-1.1378	ENSG00000213934	NA
3048	11	5272921	5286011	10	2	668602	-0.87644	-1.5829e-4	-0.87629	ENSG00000196565	NA
3046	11	5288080	5301373	3	2	719094	-1.7268	-1.5829e-4	-1.7267	ENSG00000213931	ENSMUSG00000052187
79339	11	5320744	5333176	11	5	687143	-0.90707	-1.5829e-4	-0.90692	ENSG00000183251	NA
79345	11	5343028	5355582	33	6	689205	-0.96892	-1.5829e-4	-0.96876	ENSG00000279012	NA
282763	11	5360613	5378140	87	8	686076	-0.20851	-1.5829e-4	-0.20835	ENSG00000167355	NA
390058	11	5362738	5375176	71	8	684295	-0.25996	-1.5829e-4	-0.2598	ENSG00000176239	NA
390059	11	5400607	5413164	74	7	688363	-1.1716	-1.5829e-4	-1.1715	ENSG00000184698	ENSMUSG00000042219
390061	11	5433341	5445936	27	3	686037	0.14298	-1.5829e-4	0.14314	ENSG00000167360	NA
390063	11	5460272	5472783	39	6	693242	-0.34201	-1.5829e-4	-0.34185	ENSG00000167359	ENSMUSG00000066262
390064	11	5464638	5477207	49	7	693468	-0.83143	-1.5829e-4	-0.83127	ENSG00000187918	ENSMUSG00000073932
390066	11	5499915	5512479	35	4	693228	-1.1873	-1.5829e-4	-1.1872	ENSG00000181609	ENSMUSG00000073931
50613	11	5527030	5541153	35	6	679056	-1.6276	-1.5829e-4	-1.6274	ENSG00000175520	ENSMUSG00000051618
143630	11	5534123	5547956	31	5	686484	-1.7323	-1.5829e-4	-1.7322	ENSG00000175518	ENSMUSG00000051437
101927763	11	5536762	5554410	28	5	685185	-2.0388	-1.5829e-4	-2.0386	NA	NA
390067	11	5564291	5576753	52	4	690568	0.49324	-1.5829e-4	0.4934	ENSG00000181616	ENSMUSG00000042909
340980	11	5592107	5604614	46	6	688531	-1.2691	-1.5829e-4	-1.269	ENSG00000187747	ENSMUSG00000073945
117854	11	5607331	5635688	48	14	659827	-0.41483	-1.5829e-4	-0.41467	ENSG00000121236	ENSMUSG00000072244
445372	11	5607865	5667128	93	22	672230	-1.4639	-1.5829e-4	-1.4638	ENSG00000258588	NA
53840	11	5631174	5667128	55	11	674424	-1.465	-1.5829e-4	-1.4648	ENSG00000258659	ENSMUSG00000056144
85363	11	5675240	5716339	47	11	688250	-0.54901	-1.5829e-4	-0.54885	ENSG00000132256	NA
10346	11	5700817	5733593	55	13	684517	0.44217	-1.5829e-4	0.44233	ENSG00000132274	ENSMUSG00000090215
390072	11	5747228	5778662	48	9	686080	-0.66853	-1.5829e-4	-0.66837	ENSG00000181074	NA
387748	11	5747678	5760268	14	3	683870	-1.0496	-1.5829e-4	-1.0494	ENSG00000181023	NA
390075	11	5797364	5809897	7	2	695893	-1.1738	-1.5829e-4	-1.1736	ENSG00000181009	ENSMUSG00000073916
79473	11	5807584	5820046	23	2	690792	-0.59384	-1.5829e-4	-0.59368	ENSG00000181001	NA
390077	11	5815018	5844072	59	6	687089	-0.69248	-1.5829e-4	-0.69232	ENSG00000180988	NA
390078	11	5860686	5873127	35	4	682431	0.058397	-1.5829e-4	0.058555	ENSG00000205409	NA
390079	11	5876479	5888932	7	2	653900	-0.24039	-1.5829e-4	-0.24023	ENSG00000183269	NA
390081	11	5895523	5907961	30	3	691152	-0.51755	-1.5829e-4	-0.51739	ENSG00000180974	ENSMUSG00000073914
390083	11	5958577	5971024	13	3	689507	-0.059169	-1.5829e-4	-0.059011	ENSG00000184478	NA
390084	11	5987283	5999724	10	2	690991	-0.63479	-1.5829e-4	-0.63463	ENSG00000188691	NA
338751	11	6005622	6018215	20	6	685345	-1.0284	-1.5829e-4	-1.0283	ENSG00000183313	ENSMUSG00000047794
120793	11	6021781	6034378	33	6	690223	-1.1092	-1.5829e-4	-1.109	ENSG00000183389	NA
120796	11	6046401	6058971	6	2	690352	0.29633	-1.5829e-4	0.29649	ENSG00000180934	ENSMUSG00000059768
196335	11	6119009	6131468	9	1	689434	-1.1053	-1.5829e-4	-1.1052	ENSG00000180919	ENSMUSG00000073920
255725	11	6189085	6201556	17	4	688132	1.5641	-1.5829e-4	1.5642	ENSG00000255307	ENSMUSG00000043948
120787	11	6210454	6222916	18	4	691511	1.2374	-1.5829e-4	1.2375	ENSG00000175485	ENSMUSG00000073906
160298	11	6216798	6233865	21	6	697457	-0.015223	-1.5829e-4	-0.015065	ENSG00000180878	ENSMUSG00000078611
84067	11	6231064	6265941	28	4	691920	-0.64096	-1.5829e-4	-0.6408	ENSG00000051009	ENSMUSG00000044465
1262	11	6246724	6268566	9	3	700296	0.78	-1.5829e-4	0.78016	ENSG00000132259	ENSMUSG00000030897
887	11	6270841	6294863	18	5	673477	0.53006	-1.5829e-4	0.53022	ENSG00000110148	ENSMUSG00000030898
112464	11	6338676	6351740	25	6	672788	0.91496	-1.5829e-4	0.91512	ENSG00000170955	ENSMUSG00000037060
6609	11	6401644	6417728	13	3	669642	-0.29209	-1.5829e-4	-0.29193	ENSG00000166311	ENSMUSG00000037049
322	11	6414855	6450644	13	5	658080	-0.34467	-1.5829e-4	-0.34451	ENSG00000166313	ENSMUSG00000037032
3263	11	6450768	6472254	19	4	679540	-1.0761	-1.5829e-4	-1.0759	ENSG00000110169	ENSMUSG00000030895
10612	11	6468343	6505689	25	6	670893	-1.1514	-1.5829e-4	-1.1512	ENSG00000110171	ENSMUSG00000036989
26515	11	6492677	6507609	8	2	670665	-1.2386	-1.5829e-4	-1.2384	ENSG00000132286	NA
23647	11	6494413	6512709	13	3	677227	-1.4388	-1.5829e-4	-1.4386	ENSG00000132254	ENSMUSG00000030881
144132	11	6507994	6594755	106	12	683680	-2.5301	-1.5829e-4	-2.5299	ENSG00000179532	ENSMUSG00000030882
3611	11	6614938	6633605	12	4	674013	-1.1688	-1.5829e-4	-1.1687	ENSG00000166333	ENSMUSG00000030890
23378	11	6619644	6634884	12	4	681765	-1.0468	-1.5829e-4	-1.0467	ENSG00000132275	ENSMUSG00000030888
6881	11	6630548	6643475	9	4	671590	-0.55597	-1.5829e-4	-0.55582	ENSG00000166337	NA
1200	11	6632497	6650692	9	3	677899	-0.86205	-1.5829e-4	-0.86189	ENSG00000166340	ENSMUSG00000030894
8642	11	6641056	6695320	44	10	671028	-0.57067	-1.5829e-4	-0.57052	ENSG00000166341	ENSMUSG00000036862
63875	11	6700116	6714632	28	3	681831	0.37315	-1.5829e-4	0.37331	ENSG00000158042	ENSMUSG00000030879
338755	11	6787738	6800188	18	4	686475	-2.1119	-1.5829e-4	-2.1118	ENSG00000188124	NA
144125	11	6796248	6808745	17	4	689356	-2.347	-1.5829e-4	-2.3468	ENSG00000279486	NA
8590	11	6814256	6827139	19	4	680163	-3.5973	-1.5829e-4	-3.5972	ENSG00000184933	ENSMUSG00000070417
144124	11	6856914	6869367	26	4	683106	-2.7063	-1.5829e-4	-2.7062	ENSG00000166363	NA
341276	11	6880986	6893397	33	5	684856	-3.1591	-1.5829e-4	-3.159	ENSG00000170790	NA
283297	11	6887856	6900350	30	5	690376	-3.1899	-1.5829e-4	-3.1897	ENSG00000170782	ENSMUSG00000073897
120776	11	6911305	6923731	13	4	685681	-2.1506	-1.5829e-4	-2.1504	ENSG00000166368	NA
120775	11	6932233	6944725	38	3	688245	-1.1208	-1.5829e-4	-1.1206	ENSG00000178358	ENSMUSG00000073896
7762	11	6937654	7011218	98	14	682043	-0.82619	-1.5829e-4	-0.82603	ENSG00000149054	NA
7761	11	7019049	7051586	52	5	685778	0.31067	-1.5829e-4	0.31083	ENSG00000149050	NA
338323	11	7031700	7094257	88	7	686149	0.35097	-1.5829e-4	0.35113	ENSG00000158077	ENSMUSG00000016626
27288	11	7100165	7113879	13	2	683390	0.33364	-1.5829e-4	0.3338	ENSG00000170748	NA
143425	11	7263181	7491776	369	53	684605	-0.25466	-1.5829e-4	-0.2545	ENSG00000170743	ENSMUSG00000062542
283298	11	7496600	7534628	47	8	683721	0.60029	-1.5829e-4	0.60045	ENSG00000183801	ENSMUSG00000051041
8495	11	7524996	7680037	199	36	680593	-1.3912	-1.5829e-4	-1.391	ENSG00000166387	ENSMUSG00000036528
51700	11	7684826	7705807	16	5	660871	-1.8466	-1.5829e-4	-1.8464	ENSG00000166394	ENSMUSG00000048065
341277	11	7709169	7738001	33	9	679846	-0.35091	-1.5829e-4	-0.35075	ENSG00000183378	ENSMUSG00000048236
120065	11	7816021	7828489	10	1	672527	-0.85299	-1.5829e-4	-0.85283	ENSG00000276025	NA
120066	11	7845084	7857519	42	5	681982	-0.82565	-1.5829e-4	-0.82549	ENSG00000278253	NA
390093	11	7947765	7960209	25	4	690054	-1.0311	-1.5829e-4	-1.0309	ENSG00000276451	NA
26496	11	7958623	7971067	35	6	690450	-1.3979	-1.5829e-4	-1.3977	ENSG00000273953	NA
338322	11	7979656	7995059	18	4	685490	-0.64492	-1.5829e-4	-0.64476	ENSG00000276780	NA
8665	11	7998867	8019218	33	9	689108	-1.8136	-1.5829e-4	-1.8134	ENSG00000175390	ENSMUSG00000031029
7275	11	8030742	8129154	83	22	685162	0.78281	-1.5829e-4	0.78297	ENSG00000166402	ENSMUSG00000031028
79608	11	8126097	8200590	57	8	680845	-1.2904	-1.5829e-4	-1.2902	ENSG00000166405	ENSMUSG00000048330
4004	11	8244351	8300182	64	16	684025	1.6673	-1.5829e-4	1.6675	ENSG00000166407	ENSMUSG00000036111
65975	11	8411917	8625836	162	11	744011	4.6443	-1.5829e-4	4.6444	ENSG00000130413	ENSMUSG00000031027
9866	11	8632084	8714205	52	7	746600	5.5418	-1.5829e-4	5.542	ENSG00000166436	ENSMUSG00000031026
6157	11	8693995	8712919	14	4	731479	3.7263	-1.5829e-4	3.7265	ENSG00000166441	NA
6764	11	8713399	8942498	190	18	683070	1.5974	-1.5829e-4	1.5975	ENSG00000166444	ENSMUSG00000031024
56672	11	8922701	8943126	23	3	686937	-1.5147	-1.5829e-4	-1.5145	ENSG00000166452	ENSMUSG00000031023
56673	11	8940123	8964553	21	3	689205	-2.0036	-1.5829e-4	-2.0035	ENSG00000176029	ENSMUSG00000031022
56676	11	8957619	8974580	22	2	666729	-1.1362	-1.5829e-4	-1.136	ENSG00000176009	ENSMUSG00000035951
56674	11	8967340	8996553	22	3	671157	-1.9792	-1.5829e-4	-1.9791	ENSG00000175348	ENSMUSG00000031021
56675	11	9000623	9035596	18	3	689942	-1.7385	-1.5829e-4	-1.7384	ENSG00000175352	ENSMUSG00000034825
57758	11	9039547	9123150	69	18	691835	-1.3158	-1.5829e-4	-1.3156	ENSG00000175356	ENSMUSG00000007279
23258	11	9158872	9296882	73	8	689527	-3.5896	-1.5829e-4	-3.5894	ENSG00000184014	ENSMUSG00000035901
440026	11	9300701	9346315	19	4	700862	-2.044	-1.5829e-4	-2.0438	ENSG00000166471	ENSMUSG00000047554
10527	11	9396169	9471174	21	3	679044	2.6211	-1.5829e-4	2.6212	ENSG00000205339	ENSMUSG00000066232
7702	11	9472512	9551571	28	5	680862	1.1916	-1.5829e-4	1.1917	ENSG00000166478	ENSMUSG00000061079
7465	11	9585197	9616516	16	5	696784	-2.9199	-1.5829e-4	-2.9198	ENSG00000166483	ENSMUSG00000031016
23075	11	9675624	9776008	52	5	696236	-2.4218	-1.5829e-4	-2.4217	ENSG00000133789	ENSMUSG00000031015
101927955	11	9724880	9737943	14	1	694712	-2.0089	-1.5829e-4	-2.0087	NA	NA
81846	11	9798714	10325754	446	32	728641	-3.2562	-1.5829e-4	-3.256	ENSG00000133812	ENSMUSG00000038371
133	11	10316642	10330423	7	4	751777	-4.3767	-1.5829e-4	-4.3765	ENSG00000148926	ENSMUSG00000030790
272	11	10461846	10530626	75	18	683496	0.43381	-1.5829e-4	0.43397	ENSG00000133805	ENSMUSG00000005686
100463486	11	10527934	10540723	21	3	690441	3.0323	-1.5829e-4	3.0325	ENSG00000255823	NA
50862	11	10531725	10572774	49	6	687935	3.0332	-1.5829e-4	3.0333	ENSG00000110315	ENSMUSG00000030788
10894	11	10577212	10600365	24	6	682747	2.0742	-1.5829e-4	2.0744	ENSG00000133800	ENSMUSG00000030787
10335	11	10593138	10725535	180	22	687563	0.16365	-1.5829e-4	0.16381	ENSG00000072952	ENSMUSG00000005611
9646	11	10762749	10802795	19	6	675716	-1.0871	-1.5829e-4	-1.087	ENSG00000198730	ENSMUSG00000005609
1982	11	10817093	10840582	23	3	712776	-1.9551	-1.5829e-4	-1.9549	ENSG00000110321	ENSMUSG00000005610
58486	11	10872751	10889620	13	5	661463	-1.4492	-1.5829e-4	-1.449	ENSG00000236287	NA
374378	11	11290921	11653561	630	101	681141	-2.3412	-1.5829e-4	-2.341	ENSG00000110328	ENSMUSG00000038296
283106	11	11371989	11384904	7	3	677105	-2.7973	-1.5829e-4	-2.7971	ENSG00000254598	NA
55031	11	11852970	11982372	70	8	689237	1.7518	-1.5829e-4	1.752	ENSG00000170242	ENSMUSG00000059263
27122	11	11983043	12041373	102	28	673880	0.97474	-1.5829e-4	0.9749	ENSG00000050165	ENSMUSG00000030772
9645	11	12122138	12286835	277	39	677917	-2.4746	-1.5829e-4	-2.4744	ENSG00000133816	ENSMUSG00000038244
84953	11	12298447	12385187	135	19	681677	-2.6812	-1.5829e-4	-2.681	NA	NA
55742	11	12387988	12558403	156	39	673990	2.2415	-1.5829e-4	2.2417	ENSG00000197702	ENSMUSG00000030770
7003	11	12685969	12967784	230	25	685048	-1.5074	-1.5829e-4	-1.5072	ENSG00000187079	ENSMUSG00000055320
644943	11	13020970	13035153	11	2	685691	-0.64618	-1.5829e-4	-0.64602	ENSG00000189431	NA
406	11	13289325	13410313	121	16	688155	5.7262	-1.5829e-4	5.7264	ENSG00000133794	ENSMUSG00000055116
84280	11	13408055	13494838	74	6	689517	0.4529	-1.5829e-4	0.45306	ENSG00000148925	ENSMUSG00000038187
5741	11	13512101	13527567	15	2	686645	-1.4349	-1.5829e-4	-1.4348	ENSG00000152266	ENSMUSG00000059077
84188	11	13680206	13755393	50	10	680695	0.88417	-1.5829e-4	0.88432	ENSG00000197601	ENSMUSG00000030759
10418	11	13974184	14291179	339	27	690172	-1.4126	-1.5829e-4	-1.4125	ENSG00000262655	NA
22800	11	14297966	14396052	35	9	688880	1.6182	-1.5829e-4	1.6184	ENSG00000133818	ENSMUSG00000055723
1315	11	14477549	14531441	34	5	688690	0.11015	-1.5829e-4	0.11031	ENSG00000129083	ENSMUSG00000030754
5682	11	14524922	14675180	54	9	683271	1.5008	-1.5829e-4	1.5009	ENSG00000129084	NA
5140	11	14655191	14895105	76	7	690918	1.5043	-1.5829e-4	1.5045	ENSG00000152270	ENSMUSG00000030671
120227	11	14898051	14923874	18	5	699597	1.7725	-1.5829e-4	1.7727	ENSG00000186104	ENSMUSG00000030670
796	11	14986714	15003879	12	2	672216	2.8121	-1.5829e-4	2.8122	ENSG00000110680	ENSMUSG00000030669
797	11	15085143	15105388	23	2	677337	2.6514	-1.5829e-4	2.6515	ENSG00000175868	ENSMUSG00000030666
387755	11	15123970	15270254	185	31	683292	0.97057	-1.5829e-4	0.97073	ENSG00000188487	ENSMUSG00000048782
55553	11	15986495	16507935	333	30	689473	1.1368	-1.5829e-4	1.1369	ENSG00000110693	ENSMUSG00000051910
10944	11	16750148	16781401	21	4	690098	0.86673	-1.5829e-4	0.86689	ENSG00000110696	ENSMUSG00000030663
283278	11	16799009	16819037	22	6	707884	0.92019	-1.5829e-4	0.92035	NA	NA
144100	11	16807707	17045963	278	28	737544	-1.0935	-1.5829e-4	-1.0933	ENSG00000166689	ENSMUSG00000045659
6207	11	17094439	17109220	9	3	733695	1.0191	-1.5829e-4	1.0193	ENSG00000110700	ENSMUSG00000090862
5286	11	17106608	17239543	61	6	740120	-0.11164	-1.5829e-4	-0.11149	ENSG00000011405	ENSMUSG00000030660
4925	11	17271884	17373010	55	8	735136	1.5345	-1.5829e-4	1.5347	ENSG00000070081	ENSMUSG00000030659
374383	11	17363279	17400368	28	4	727203	2.486	-1.5829e-4	2.4861	ENSG00000188211	NA
3767	11	17405295	17420878	18	4	685086	3.3678	-1.5829e-4	3.3679	ENSG00000187486	ENSMUSG00000096146
6833	11	17412932	17508449	130	16	682262	0.099638	-1.5829e-4	0.099796	ENSG00000006071	ENSMUSG00000040136
10083	11	17513942	17575963	95	20	684403	-2.269	-1.5829e-4	-2.2688	ENSG00000006611	ENSMUSG00000030838
340990	11	17558920	17668991	112	15	686603	1.8759	-1.5829e-4	1.876	ENSG00000188162	ENSMUSG00000009487
4654	11	17731110	17745178	3	1	685397	0.48169	-1.5829e-4	0.48185	ENSG00000129152	ENSMUSG00000009471
3746	11	17747495	17806102	28	7	678810	2.4271	-1.5829e-4	2.4273	ENSG00000129159	ENSMUSG00000058975
26297	11	17808095	18044709	181	24	686845	1.5261	-1.5829e-4	1.5263	ENSG00000129158	ENSMUSG00000030839
7166	11	18040584	18072354	30	4	694560	0.69791	-1.5829e-4	0.69807	ENSG00000129167	ENSMUSG00000040046
113174	11	18100390	18137638	25	3	681646	-1.7723	-1.5829e-4	-1.7721	ENSG00000166788	ENSMUSG00000006763
117195	11	18132502	18161527	10	3	682391	-1.7804	-1.5829e-4	-1.7802	ENSG00000179826	NA
117196	11	18184384	18197327	29	2	680382	-1.938	-1.5829e-4	-1.9379	ENSG00000179817	NA
6291	11	18251402	18268384	20	5	658268	-1.4721	-1.5829e-4	-1.4719	ENSG00000148965	ENSMUSG00000040017
100528017	11	18251402	18280221	25	7	652510	-1.2309	-1.5829e-4	-1.2308	ENSG00000255071	NA
6289	11	18258280	18280221	16	6	638999	-0.80098	-1.5829e-4	-0.80083	ENSG00000134339	ENSMUSG00000057465
6288	11	18277754	18307924	18	4	672033	2.1184	-1.5829e-4	2.1186	ENSG00000173432	NA
11234	11	18298717	18353751	40	5	679925	3.2936	-1.5829e-4	3.2938	ENSG00000110756	ENSMUSG00000014418
2965	11	18333816	18390090	43	5	679805	2.886	-1.5829e-4	2.8862	ENSG00000110768	ENSMUSG00000006599
3939	11	18405936	18431265	23	3	688553	-1.0857	-1.5829e-4	-1.0855	ENSG00000134333	ENSMUSG00000063229
3948	11	18423851	18474298	29	7	679767	-0.29081	-1.5829e-4	-0.29065	ENSG00000166796	ENSMUSG00000030851
160287	11	18467374	18503314	11	4	671240	-0.50882	-1.5829e-4	-0.50866	ENSG00000166800	NA
7251	11	18500358	18558503	43	6	685691	-0.24077	-1.5829e-4	-0.24061	ENSG00000074319	ENSMUSG00000014402
55293	11	18549656	18620293	51	7	685921	0.051607	-1.5829e-4	0.051765	ENSG00000151116	ENSMUSG00000043262
144108	11	18626448	18666020	33	8	692655	-0.74307	-1.5829e-4	-0.74292	ENSG00000179119	ENSMUSG00000049516
144110	11	18710351	18727832	2	1	674964	0.89571	-1.5829e-4	0.89587	ENSG00000151117	ENSMUSG00000010307
283284	11	18724352	18757777	36	7	681712	-1.0051	-1.5829e-4	-1.0049	ENSG00000179057	NA
84867	11	18747975	18824268	70	15	669127	-1.7384	-1.5829e-4	-1.7382	ENSG00000110786	ENSMUSG00000030854
117194	11	19074502	19092228	30	5	681448	-2.0902	-1.5829e-4	-2.0901	ENSG00000183695	NA
54503	11	19128681	19199467	66	8	690870	-2.249	-1.5829e-4	-2.2489	ENSG00000177054	ENSMUSG00000030471
8048	11	19202077	19242118	45	12	676933	0.11282	-1.5829e-4	0.11298	ENSG00000129170	ENSMUSG00000030470
79733	11	19244110	19273202	19	7	671860	2.6177	-1.5829e-4	2.6178	ENSG00000129173	ENSMUSG00000046179
89797	11	19362271	20144647	1017	134	680426	-2.6985	-1.5829e-4	-2.6984	ENSG00000166833	ENSMUSG00000052512
120237	11	20176260	20191870	8	4	675416	0.19732	-1.5829e-4	0.19748	ENSG00000109851	ENSMUSG00000030507
10553	11	20375231	20406829	30	6	682998	-1.5283	-1.5829e-4	-1.5282	ENSG00000109854	ENSMUSG00000039745
10196	11	20399076	20532379	113	8	685669	-1.6188	-1.5829e-4	-1.6186	ENSG00000185238	ENSMUSG00000030505
9152	11	20610946	20678110	100	17	686614	-0.65818	-1.5829e-4	-0.65802	ENSG00000165970	ENSMUSG00000039728
4745	11	20681117	21598732	1162	158	681707	-2.9547	-1.5829e-4	-2.9545	ENSG00000165973	ENSMUSG00000055409
203859	11	22204199	22306413	58	3	687178	0.89776	-1.5829e-4	0.89792	ENSG00000171714	ENSMUSG00000055489
57084	11	22349667	22402549	59	14	686747	1.8423	-1.5829e-4	1.8424	ENSG00000091664	ENSMUSG00000030500
2188	11	22642579	22657387	9	2	685590	-1.5902	-1.5829e-4	-1.5901	ENSG00000183161	ENSMUSG00000092118
2620	11	22678160	22836047	143	17	679586	-2.5984	-1.5829e-4	-2.5983	ENSG00000148935	ENSMUSG00000030498
258010	11	22842098	22861382	7	2	686115	-2.0972	-1.5829e-4	-2.097	ENSG00000198168	ENSMUSG00000074093
100500938	11	22866968	22891972	20	4	684012	-0.77191	-1.5829e-4	-0.77176	ENSG00000255359	ENSMUSG00000094445
338645	11	24508516	25105686	689	77	680807	-1.9376	-1.5829e-4	-1.9374	ENSG00000187398	ENSMUSG00000063297
63982	11	26200458	26686336	733	56	674938	-1.9489	-1.5829e-4	-1.9488	ENSG00000134343	ENSMUSG00000074968
143662	11	26579079	26603815	31	8	690361	0.92193	-1.5829e-4	0.92209	ENSG00000169550	ENSMUSG00000050808
159963	11	26687066	26753574	97	20	687993	-1.0657	-1.5829e-4	-1.0656	ENSG00000148942	ENSMUSG00000041644
387758	11	27005628	27020134	21	4	680312	-1.8711	-1.5829e-4	-1.8709	ENSG00000176971	ENSMUSG00000074971
8424	11	27052252	27150854	97	12	685908	0.22613	-1.5829e-4	0.22628	ENSG00000129151	ENSMUSG00000041660
91057	11	27358561	27394795	24	5	701554	4.0966	-1.5829e-4	4.0968	ENSG00000109881	ENSMUSG00000027160
55366	11	27386008	27504338	68	13	704854	5.3645	-1.5829e-4	5.3647	ENSG00000205213	ENSMUSG00000050199
55327	11	27514465	27538326	9	3	788388	7.6969	-1.5829e-4	7.697	ENSG00000148943	ENSMUSG00000027162
627	11	27674940	27753605	37	5	770417	11.144	-1.5829e-4	11.144	ENSG00000176697	ENSMUSG00000048482
81930	11	28040663	28139746	55	7	687254	1.3438	-1.5829e-4	1.3439	ENSG00000121621	ENSMUSG00000027115
196074	11	28119798	28356554	115	10	687608	1.3133	-1.5829e-4	1.3135	ENSG00000169519	ENSMUSG00000057234
3739	11	30029788	30048577	15	3	689639	-1.4495	-1.5829e-4	-1.4493	ENSG00000182255	ENSMUSG00000042604
2488	11	30242563	30258324	12	2	682961	1.5899	-1.5829e-4	1.5901	ENSG00000131808	ENSMUSG00000027120
120534	11	30334649	30360665	35	6	685827	4.6644	-1.5829e-4	4.6645	ENSG00000152219	ENSMUSG00000027122
744	11	30404540	30618260	246	28	685468	4.8826	-1.5829e-4	4.8828	ENSG00000066382	ENSMUSG00000016386
100506627	11	30883650	31024233	73	5	688983	-0.41711	-1.5829e-4	-0.41695	NA	NA
341019	11	31282671	31401357	51	5	687971	1.4093	-1.5829e-4	1.4095	ENSG00000170959	NA
120526	11	31381377	31455882	42	5	684110	0.94073	-1.5829e-4	0.94089	ENSG00000170946	ENSMUSG00000027166
196294	11	31452448	31541169	33	3	684176	1.6145	-1.5829e-4	1.6146	ENSG00000148950	ENSMUSG00000042670
26610	11	31521297	31807573	110	6	683703	1.4614	-1.5829e-4	1.4615	ENSG00000109911	ENSMUSG00000027167
5080	11	31804840	31849509	20	3	690953	3.1334	-1.5829e-4	3.1336	ENSG00000007372	ENSMUSG00000027168
5954	11	32102477	32128772	20	3	688052	2.3602	-1.5829e-4	2.3604	ENSG00000049449	ENSMUSG00000005973
7490	11	32407289	32467104	77	9	686581	0.50075	-1.5829e-4	0.50091	ENSG00000184937	ENSMUSG00000016458
10480	11	32595313	32625537	26	5	691460	-1.1907	-1.5829e-4	-1.1906	ENSG00000149100	ENSMUSG00000027170
493860	11	32622126	32826204	133	9	682989	-1.4203	-1.5829e-4	-1.4202	ENSG00000186714	ENSMUSG00000045106
79056	11	32841309	32881169	24	5	690522	-1.353	-1.5829e-4	-1.3528	ENSG00000135378	ENSMUSG00000027171
79832	11	32904792	33003316	23	3	681155	-1.8281	-1.5829e-4	-1.828	ENSG00000060749	ENSMUSG00000074994
91614	11	33027410	33056628	19	3	694531	0.031141	-1.5829e-4	0.031299	ENSG00000121690	ENSMUSG00000027173
55346	11	33050963	33096609	49	4	691530	0.12633	-1.5829e-4	0.12649	ENSG00000176148	ENSMUSG00000027175
1479	11	33104630	33193037	50	5	684186	-1.6301	-1.5829e-4	-1.63	ENSG00000176102	ENSMUSG00000027176
10114	11	33264406	33380069	47	5	681942	-1.0984	-1.5829e-4	-1.0982	ENSG00000110422	ENSMUSG00000027177
25758	11	33553877	33697148	116	15	689026	-1.7392	-1.5829e-4	-1.739	ENSG00000110427	ENSMUSG00000068373
100131378	11	33718154	33732286	17	4	678168	-1.0709	-1.5829e-4	-1.0708	ENSG00000205177	ENSMUSG00000032671
966	11	33723056	33768025	57	10	687191	-0.11137	-1.5829e-4	-0.11121	ENSG00000085063	NA
26273	11	33760990	33806071	59	10	683602	-0.71262	-1.5829e-4	-0.71246	ENSG00000110429	ENSMUSG00000027180
4005	11	33878622	33923836	47	11	676307	0.052695	-1.5829e-4	0.052853	ENSG00000135363	ENSMUSG00000032698
4076	11	34063230	34125657	49	4	683757	-0.79849	-1.5829e-4	-0.79833	ENSG00000135387	ENSMUSG00000027184
55226	11	34117111	34174081	43	3	672972	-1.1737	-1.5829e-4	-1.1735	ENSG00000135372	ENSMUSG00000027185
25841	11	34171034	34389555	231	54	667592	0.63088	-1.5829e-4	0.63104	ENSG00000166016	ENSMUSG00000032724
847	11	34450472	34495107	71	11	686824	-2.3585	-1.5829e-4	-2.3583	ENSG00000121691	ENSMUSG00000027187
2001	11	34498842	34545347	72	13	686096	-2.5049	-1.5829e-4	-2.5048	ENSG00000135374	ENSMUSG00000027186
26298	11	34632588	34686335	74	19	675818	-1.6261	-1.5829e-4	-1.626	ENSG00000135373	ENSMUSG00000012350
51074	11	34902342	34947939	108	8	681971	1.5818	-1.5829e-4	1.5819	ENSG00000149089	ENSMUSG00000010911
8050	11	34927677	35019175	133	11	687553	1.8536	-1.5829e-4	1.8538	ENSG00000110435	ENSMUSG00000010914
960	11	35150417	35255449	139	31	686864	-1.8396	-1.5829e-4	-1.8394	ENSG00000026508	ENSMUSG00000005087
6506	11	35271252	35451610	222	28	689920	-0.97096	-1.5829e-4	-0.9708	ENSG00000110436	ENSMUSG00000005089
25891	11	35451874	35561848	165	27	674135	0.43699	-1.5829e-4	0.43715	ENSG00000149090	ENSMUSG00000027188
24147	11	35629735	35643921	10	2	697045	-2.439	-1.5829e-4	-2.4388	ENSG00000179431	ENSMUSG00000075012
54765	11	35674353	35832430	52	8	671766	-0.076597	-1.5829e-4	-0.076439000000000007	ENSG00000166326	ENSMUSG00000027189
143458	11	35955537	36255188	384	55	682080	-1.2364	-1.5829e-4	-1.2362	ENSG00000179241	ENSMUSG00000048058
